 Ferrocene eclipsed structure                           Feff 6L.02    potph 4.12
 Abs   Z=26 Rmt= 1.099 Rnm= 1.262 K shell
 Pot 1 Z= 6 Rmt= 0.717 Rnm= 1.058
 Gam_ch=1.325E+00 H-L exch
 Mu=-4.578E+00 kf=2.616E+00 Vint=-3.066E+01 Rs_int= 1.386
 Path    7      icalc       2                           Feff 6L.02   genfmt 1.44
 -------------------------------------------------------------------------------
   4  32.000   3.8424    2.0410   -4.57756 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
     0.0000    0.0000    0.0000  0  26 Fe       absorbing atom
     1.6362    0.3659    1.1264  1   6 C     
     1.6362   -0.9582    0.6962  1   6 C     
     1.6362    1.1844    0.0000  1   6 C     
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda      real[p]@#
  0.000  2.3012E+00  0.0000E+00 -1.3738E+00  0.1016E+01  3.0093E+01  2.6164E+00
  0.200  2.2978E+00  1.3899E-02 -2.8582E+00  0.1016E+01  3.0174E+01  2.6237E+00
  0.400  2.2875E+00  2.6960E-02 -4.2392E+00  0.1016E+01  3.0389E+01  2.6455E+00
  0.600  2.2706E+00  3.8427E-02 -5.5209E+00  0.1016E+01  3.0648E+01  2.6813E+00
  0.800  2.2474E+00  4.7710E-02 -6.7101E+00  0.1015E+01  3.0818E+01  2.7308E+00
  1.000  2.2184E+00  5.4470E-02 -7.8149E+00  0.1015E+01  3.0736E+01  2.7933E+00
  1.200  2.1840E+00  5.8655E-02 -8.8440E+00  0.1016E+01  3.0257E+01  2.8681E+00
  1.400  2.1448E+00  6.0494E-02 -9.8055E+00  0.1017E+01  2.9304E+01  2.9547E+00
  1.600  2.1011E+00  6.0417E-02 -1.0706E+01  0.1018E+01  2.7895E+01  3.0524E+00
  1.800  2.0532E+00  5.8946E-02 -1.1551E+01  0.1020E+01  2.6151E+01  3.1607E+00
  2.000  2.0011E+00  5.6580E-02 -1.2341E+01  0.1023E+01  2.4248E+01  3.2793E+00
  2.200  1.9446E+00  5.3702E-02 -1.3077E+01  0.1026E+01  2.2369E+01  3.4079E+00
  2.400  1.8832E+00  5.0530E-02 -1.3754E+01  0.1030E+01  2.0668E+01  3.5463E+00
  2.600  1.8157E+00  4.7117E-02 -1.4368E+01  0.1034E+01  1.9257E+01  3.6946E+00
  2.800  1.7587E+00  4.3412E-02 -1.4914E+01  0.1036E+01  1.8212E+01  3.8527E+00
  3.000  1.5552E+00  3.7765E-02 -1.5211E+01  0.1037E+01  1.5326E+01  4.0701E+00
  3.200  1.5519E+00  4.2337E-02 -1.5871E+01  0.1118E+01  9.2367E+00  4.1970E+00
  3.400  1.5486E+00  4.3367E-02 -1.6454E+01  0.1161E+01  7.5182E+00  4.3302E+00
  3.600  1.5232E+00  4.1885E-02 -1.6961E+01  0.1181E+01  6.7572E+00  4.4693E+00
  3.800  1.4893E+00  3.8425E-02 -1.7426E+01  0.1189E+01  6.3711E+00  4.6138E+00
  4.000  1.4388E+00  3.3712E-02 -1.7868E+01  0.1189E+01  6.1749E+00  4.7632E+00
  4.200  1.3919E+00  2.8770E-02 -1.8307E+01  0.1185E+01  6.0907E+00  4.9171E+00
